row_idx,time_s,Shoulder_world_roll_deg,Shoulder_world_pitch_deg,Shoulder_world_yaw_deg,Elbow_world_roll_deg,Elbow_world_pitch_deg,Elbow_world_yaw_deg,Wrist_world_roll_deg,Wrist_world_pitch_deg,Wrist_world_yaw_deg,Shoulder_world_from_intrinsic_roll_deg,Shoulder_world_from_intrinsic_pitch_deg,Shoulder_world_from_intrinsic_yaw_deg,Elbow_world_from_intrinsic_roll_deg,Elbow_world_from_intrinsic_pitch_deg,Elbow_world_from_intrinsic_yaw_deg,Wrist_world_from_intrinsic_roll_deg,Wrist_world_from_intrinsic_pitch_deg,Wrist_world_from_intrinsic_yaw_deg
221,15.690674,-5.4993,-6.9244,84.3681,-7.6453,-9.6409,89.0770,-15.6297,-16.4999,95.5632,-4.9557,2.0835,84.1828,-1.3292,-9.0590,88.8373,-2.8770,7.8368,94.8841
222,15.747077,-5.4778,-6.9196,84.4777,-7.7474,-9.6086,89.3891,-15.4864,-16.4755,95.6909,-4.9540,2.0562,84.2939,-1.4157,-9.0466,89.1522,-3.0294,7.7635,95.0035
223,15.779627,-5.4434,-6.9298,84.4928,-7.7119,-9.6172,89.4043,-15.6766,-16.4416,95.8531,-4.9663,2.0217,84.3109,-1.3785,-9.0529,89.1651,-2.8719,7.7981,95.1684
224,15.839244,-5.5347,-6.9248,84.5849,-7.7278,-9.6143,89.4459,-15.5845,-16.4547,95.8274,-4.9579,2.1076,84.3968,-1.3922,-9.0529,89.2071,-2.9579,7.7780,95.1391
225,15.925732,-5.4626,-6.9249,84.6246,-7.7479,-9.6071,89.4876,-15.6169,-16.4371,95.8938,-4.9626,2.0339,84.4413,-1.4104,-9.0489,89.2496,-2.9347,7.7729,95.2055
226,16.019429,-5.5176,-6.9002,84.5365,-7.6556,-9.5863,89.3554,-15.6182,-16.4310,95.7230,-4.9334,2.0919,84.3509,-1.3275,-9.0159,89.1159,-2.8960,7.7682,95.0440
227,16.083282,-5.4201,-6.8975,84.3641,-7.6830,-9.6447,88.8353,-15.8881,-16.4845,95.4560,-4.9332,2.0034,84.1855,-1.3812,-9.0566,88.6000,-2.6059,7.9132,94.7934
228,16.129754,-5.4201,-6.8975,84.3641,-7.6830,-9.6447,88.8353,-15.8881,-16.4845,95.4560,-4.9332,2.0034,84.1855,-1.3812,-9.0566,88.6000,-2.6059,7.9132,94.7934
229,16.193822,-5.3524,-6.9228,83.5085,-7.4431,-9.6328,87.8479,-15.8778,-16.5265,94.6844,-4.9478,1.9809,83.3348,-1.2011,-8.9896,87.6141,-2.4707,7.9528,94.0550
230,16.258501,-5.5067,-6.9057,82.7081,-7.4407,-9.6480,87.1081,-15.4116,-16.6135,93.8143,-4.9094,2.1748,82.5267,-1.2424,-8.9779,86.8822,-2.7605,7.8781,93.2011
231,16.352261,-5.3065,-6.9099,81.2622,-7.4525,-9.6423,85.8238,-14.6591,-16.8272,92.0827,-4.9029,2.0502,81.0967,-1.3337,-8.9284,85.6142,-3.1868,7.8364,91.5055
232,16.431260,-5.1025,-6.8809,80.7340,-7.2303,-9.6346,85.2975,-14.4201,-16.8324,91.5922,-4.8777,1.8728,80.5843,-1.1441,-8.8854,85.0845,-3.3122,7.7658,91.0310
233,16.503310,-5.1118,-7.0094,77.8155,-7.5249,-9.9629,81.5052,-14.9601,-17.2773,88.4347,-4.9689,2.0415,77.6649,-1.6522,-9.1152,81.3361,-2.3125,8.4420,88.0059
234,16.585738,-4.6185,-7.2039,75.5611,-7.1202,-10.0132,79.8263,-13.6378,-17.6397,86.0285,-5.1674,1.6799,75.4409,-1.3507,-9.0856,79.6575,-3.1942,8.3965,85.6413
235,16.644358,-4.2423,-7.2919,66.8527,-6.3360,-10.3736,69.7469,-12.2376,-18.3368,76.5486,-5.2313,1.7756,66.7703,-1.2126,-9.1616,69.6599,-2.8591,9.0564,76.5506
236,16.687343,-3.8738,-7.3056,63.6896,-6.2904,-10.3840,66.9766,-10.5892,-18.5419,73.0551,-5.2666,1.5793,63.6380,-1.3583,-9.1282,66.9246,-3.8057,8.9296,73.1731
237,16.719366,-3.8824,-7.2713,60.7990,-5.9638,-10.4849,63.6422,-10.1393,-18.6467,70.0059,-5.2411,1.7411,60.7514,-1.2563,-9.1669,63.6176,-3.6878,9.1269,70.2618
238,16.782449,-3.4577,-7.3136,54.0141,-5.4000,-10.5814,56.9210,-8.1644,-18.8390,62.8949,-5.3590,1.6813,54.0049,-1.1585,-9.1866,56.9608,-4.3207,9.3248,63.4488
239,16.876820,-3.3703,-7.1567,47.8771,-5.0298,-10.5076,51.2296,-5.9611,-18.7471,56.2596,-5.2906,1.9044,47.8829,-1.1966,-9.0994,51.3317,-5.2377,9.2604,57.0843
240,16.974448,-2.6999,-6.9374,35.5065,-3.7974,-10.4842,38.2940,-3.3790,-18.1880,43.4971,-5.3773,1.8311,35.5723,-0.8604,-9.1585,38.5144,-5.5927,9.6806,44.8334
241,17.055974,-1.9399,-6.8789,32.2656,-3.5701,-10.4383,35.2440,-2.7403,-17.9721,40.2267,-5.4523,1.2194,32.3905,-0.8402,-9.1657,35.4938,-5.7051,9.7888,41.6791
242,17.164997,-1.7148,-6.5756,23.6862,-2.8393,-10.1935,26.7135,-0.5995,-17.0579,31.4180,-5.4428,1.3432,23.8302,-0.6740,-9.1173,27.0353,-6.4472,9.7260,33.1203
243,17.231768,-1.3332,-6.2424,15.4461,-2.2542,-9.8799,18.7035,1.3959,-15.9391,23.0511,-5.4494,1.2517,15.6175,-0.5860,-9.0665,19.0869,-7.2612,9.5627,24.9170
244,17.294034,-0.9636,-5.9962,10.1792,-1.8954,-9.6407,13.4768,2.3031,-15.1082,17.8537,-5.4494,1.0409,10.3757,-0.5288,-9.0345,13.8949,-7.5303,9.4951,19.7807
245,17.396077,-0.9252,-5.7507,5.2186,-1.6850,-9.3924,8.5484,3.1846,-14.2387,12.8789,-5.4320,1.1305,5.4138,-0.5840,-9.0143,8.9995,-7.8658,9.3793,14.8332
246,17.467779,-0.6251,-5.3650,-1.8232,-1.1776,-8.9790,1.7176,4.4721,-12.8860,5.8700,-5.4034,0.9760,-1.6135,-0.4126,-8.9330,2.1945,-8.4923,9.1047,7.8103
247,17.532010,-0.4030,-5.1016,-6.1337,-0.9466,-8.7114,-2.5825,5.1105,-11.9980,1.6041,-5.3701,0.8208,-5.9140,-0.3700,-8.8989,-2.0908,-8.8052,8.9338,3.5074
248,17.595725,-0.3930,-4.8604,-10.2327,-0.7071,-8.4278,-6.6133,5.4743,-11.1227,-2.3020,-5.3415,0.8585,-10.0186,-0.2918,-8.8433,-6.1139,-8.9239,8.7954,-0.4548
249,17.660692,-0.2961,-4.6153,-14.1467,-0.5550,-8.1565,-10.3299,5.9679,-10.2548,-6.0869,-5.3081,0.7924,-13.9322,-0.2734,-8.7960,-9.8240,-9.2184,8.5879,-4.3073
250,17.728877,-0.2038,-4.3788,-17.7480,-0.4732,-7.8791,-13.7493,6.2871,-9.4314,-9.5033,-5.2688,0.7154,-17.5337,-0.3030,-8.7354,-13.2391,-9.3979,8.4005,-7.7995
251,17.786389,-0.2305,-4.1798,-20.8775,-0.4217,-7.6706,-16.7548,6.6955,-8.7298,-12.5015,-5.2365,0.7454,-20.6709,-0.3357,-8.7229,-16.2402,-9.7170,8.2023,-10.8660
252,17.834254,-0.1762,-4.0044,-23.3030,-0.2754,-7.4836,-19.0695,6.6495,-8.1773,-14.6546,-5.1950,0.6865,-23.0979,-0.2487,-8.6811,-18.5589,-9.6327,8.1284,-13.0811
253,17.881370,-0.1400,-3.9410,-24.3391,-0.1920,-7.4129,-19.8483,6.8315,-7.9567,-15.5674,-5.1895,0.6474,-24.1332,-0.1842,-8.6569,-19.3412,-9.7946,8.0372,-14.0173
254,17.929356,-0.2570,-3.8852,-25.1401,-0.2488,-7.3520,-20.4564,6.8098,-7.7882,-16.1387,-5.1703,0.7604,-24.9443,-0.2560,-8.6420,-19.9472,-9.7608,7.9992,-14.6093
255,17.995632,-0.0670,-3.8094,-26.2145,-0.1684,-7.2904,-21.3661,6.7673,-7.5765,-17.0563,-5.1633,0.5655,-26.0075,-0.1948,-8.6365,-20.8594,-9.7209,7.9944,-15.5512
256,18.056331,-0.1551,-3.7891,-26.6345,-0.1317,-7.2734,-21.7148,6.8146,-7.5033,-17.4097,-5.1606,0.6513,-26.4343,-0.1646,-8.6405,-21.2090,-9.7685,7.9774,-15.9121
257,18.123426,-0.1515,-3.7898,-26.7036,-0.1716,-7.2761,-21.6701,6.7027,-7.5122,-17.3320,-5.1653,0.6476,-26.5029,-0.2037,-8.6433,-21.1626,-9.6607,8.0101,-15.8345
258,18.183680,-0.1473,-3.8165,-26.5910,-0.2265,-7.3137,-21.5383,6.8181,-7.5624,-17.2780,-5.1860,0.6452,-26.3891,-0.2540,-8.6761,-21.0268,-9.7808,8.0058,-15.7723
259,18.253562,-0.1260,-3.8262,-26.5213,-0.1514,-7.3086,-21.4540,6.6872,-7.5810,-17.1279,-5.1931,0.6248,-26.3176,-0.1778,-8.6593,-20.9467,-9.6528,8.0402,-15.6219
260,18.309912,-0.0540,-3.8294,-26.3553,-0.1424,-7.3216,-21.3622,6.5901,-7.6123,-16.9790,-5.1915,0.5535,-26.1464,-0.1663,-8.6652,-20.8549,-9.5608,8.0748,-15.4701
261,18.373217,-0.1477,-3.8450,-26.2937,-0.1624,-7.3243,-21.3375,6.5974,-7.6181,-16.9567,-5.1984,0.6478,-26.0909,-0.1857,-8.6678,-20.8293,-9.5678,8.0734,-15.4470
262,18.443235,-0.0646,-3.8449,-26.3742,-0.1679,-7.3221,-21.5199,6.5424,-7.6012,-17.0481,-5.2073,0.5649,-26.1653,-0.1942,-8.6785,-21.0108,-9.5179,8.0946,-15.5405
263,18.501895,-0.0984,-3.8066,-26.6932,-0.1787,-7.2747,-21.8455,6.5285,-7.4888,-17.4141,-5.1844,0.5958,-26.4881,-0.2136,-8.6545,-21.3370,-9.4964,8.0654,-15.9207
264,18.565770,-0.1928,-3.7924,-26.9586,-0.1738,-7.2560,-22.0323,6.6185,-7.4262,-17.6476,-5.1792,0.6884,-26.7606,-0.2129,-8.6483,-21.5241,-9.5786,8.0204,-16.1612
265,18.635739,-0.1243,-3.7843,-27.0943,-0.2003,-7.2485,-22.1778,6.5756,-7.3975,-17.7674,-5.1822,0.6193,-26.8917,-0.2421,-8.6529,-21.6683,-9.5385,8.0316,-16.2846
266,18.693319,-0.1514,-3.7640,-27.3895,-0.0897,-7.2019,-22.5672,6.5511,-7.3160,-18.0054,-5.1763,0.6443,-27.1894,-0.1402,-8.6246,-22.0633,-9.5080,8.0101,-16.5334
267,18.755915,2.1304,-3.6871,-28.0063,1.5881,-6.9880,-27.5155,2.0428,-7.2803,-18.3662,-5.2651,-1.6344,-27.6465,1.4704,-8.6204,-27.0755,-5.2991,9.6284,-16.8640
268,18.822569,2.7746,-3.6535,-28.1700,1.5717,-7.0110,-27.3759,1.5441,-7.2560,-18.6763,-5.2789,-2.2785,-27.7660,1.4567,-8.6349,-26.9344,-4.8476,9.8397,-17.1646
269,18.917975,2.9323,-3.6479,-28.1006,-0.1781,-10.1990,-25.2562,3.1962,-7.2300,-18.5546,-5.2791,-2.4355,-27.6859,-0.0488,-11.7995,-24.5703,-6.3810,9.2129,-17.0781
270,19.026887,-0.6334,-3.7263,-28.2504,-4.0764,-43.5636,-36.3435,6.6353,-7.1863,-18.3431,-5.1577,1.1194,-28.0852,-2.0390,-46.1140,-34.0491,-9.5716,7.9248,-16.8880
271,19.113634,-1.9579,-3.7533,-27.8890,-5.0488,-44.1508,-34.6585,6.8158,-7.1727,-18.0278,-5.0923,2.4413,-27.8158,-3.0201,-46.6562,-32.2865,-9.7111,7.7890,-16.5768
272,19.185920,-1.8771,-3.7867,-28.2366,3.2192,-53.6553,-38.1162,5.9488,-7.2139,-18.2077,-5.1486,2.3616,-28.1576,6.2806,-55.7080,-36.1163,-8.9274,8.1658,-16.7524
273,19.248496,-0.3301,-3.6322,-26.8672,31.7792,-64.4212,-64.6026,7.2425,-7.1799,-18.1851,-5.0068,0.8157,-26.6853,37.7013,-65.6618,-64.5759,-10.1249,7.6756,-16.7278
274,19.313414,-0.1408,-3.7434,-27.6281,33.1570,-75.0316,-66.3294,6.4254,-7.1987,-17.9126,-5.1691,0.6319,-27.4279,42.4754,-76.1811,-68.8561,-9.3450,7.9283,-16.4610
275,19.377079,-0.2655,-3.7320,-27.4409,39.8194,-81.0075,-75.9797,6.1231,-7.1699,-18.1721,-5.1408,0.7559,-27.2501,56.0948,-81.9907,-84.9607,-9.0733,8.0570,-16.7237
276,19.445451,0.0440,-3.7130,-27.4558,42.3089,-83.6471,-78.0893,4.3936,-7.1898,-17.8136,-5.1402,0.4464,-27.2442,64.9815,-84.4130,-93.2709,-7.4318,8.6148,-16.3623
277,19.505108,0.0440,-3.7130,-27.4558,42.3089,-83.6471,-78.0893,4.3936,-7.1898,-17.8136,-5.1402,0.4464,-27.2442,64.9815,-84.4130,-93.2709,-7.4318,8.6148,-16.3623
278,19.587810,4.6762,-3.5688,-27.8047,-53.9337,-84.2745,30.4804,1.8222,-6.9929,-18.4648,-5.2917,-4.1763,-27.2732,-57.3652,-85.5898,41.6913,-5.0064,9.4586,-17.0007
279,19.680700,6.0455,-3.5054,-28.4667,-60.6538,-85.8519,35.3393,0.5074,-6.8123,-19.1952,-5.3510,-5.5460,-27.8393,-72.9111,-87.0551,55.4482,-3.7712,9.8900,-17.7188
280,19.746504,6.1094,-3.4640,-28.6319,-63.2551,-86.4690,37.7972,0.3389,-6.7465,-19.2250,-5.3225,-5.6129,-28.0049,-80.7534,-87.5880,63.1681,-3.5936,9.8939,-17.7529
281,19.808527,6.1757,-3.3761,-29.0009,-92.3553,-87.5454,66.7608,0.0633,-6.5874,-19.6321,-5.2587,-5.6862,-28.3799,-127.0449,-87.7705,109.4306,-3.3167,9.9195,-18.1722
282,19.878146,6.1975,-3.3155,-29.1308,-95.3216,-87.6224,69.6239,0.0773,-6.4961,-19.8637,-5.2066,-5.7125,-28.5165,-130.8707,-87.7473,113.1601,-3.3201,9.8736,-18.4163
283,19.935201,6.1266,-3.1548,-30.0258,-63.4305,-88.4563,36.6423,-0.0687,-6.1334,-20.9315,-5.0893,-5.6566,-29.4351,-135.5334,-89.0197,116.6396,-3.1583,9.7882,-19.5266
284,19.997392,6.0582,-3.1216,-30.3557,-48.5934,-88.7311,21.4950,-0.2352,-6.0260,-21.2897,-5.0694,-5.5923,-29.7724,-156.8237,-89.3502,137.5980,-2.9989,9.8135,-19.8929
285,20.061006,5.9820,-3.0414,-30.8372,-37.4469,-88.7002,9.6402,-0.4658,-5.8059,-21.9687,-5.0101,-5.5243,-30.2681,-168.3078,-89.5271,148.3569,-2.7722,9.8158,-20.5926
286,20.124004,5.9552,-3.0192,-31.5724,-20.2666,-88.6940,-8.5403,-0.4837,-5.7122,-22.5431,-5.0256,-5.5034,-31.0035,146.6144,-89.5707,-167.5862,-2.7788,9.8407,-21.1773
287,20.220760,5.7640,-3.1116,-31.9266,18.9410,-88.4133,-44.8869,-0.1212,-5.8257,-22.6907,-5.1248,-5.3091,-31.3551,87.4907,-88.7330,-105.6558,-3.1713,9.8459,-21.3199
288,20.284342,-0.5221,-3.2850,-30.7813,36.6266,-88.7800,-60.9971,6.1656,-6.1323,-21.0476,-4.8597,0.9704,-30.6228,104.0517,-88.4739,-120.6133,-9.0205,7.6218,-19.7373
289,20.359567,-0.1562,-3.3952,-30.6068,49.3342,-88.6352,-74.4376,6.1011,-6.2775,-20.5920,-4.9808,0.6136,-30.4199,106.5901,-88.1557,-123.8838,-8.9667,7.6943,-19.2630
290,20.429150,-0.3730,-3.5672,-27.3649,48.0445,-89.0105,-69.2408,5.6770,-7.0453,-17.0744,-4.9663,0.8532,-27.1880,107.1799,-88.3857,-120.5547,-8.5297,7.8896,-15.6580
291,20.499442,-0.4338,-3.7380,-24.3695,53.1063,-89.2457,-70.9455,5.6948,-7.7088,-14.1559,-4.9722,0.9278,-24.1920,107.1622,-88.4445,-117.1718,-8.5542,7.9335,-12.6666
292,20.553943,-0.2910,-3.8554,-22.8343,58.7615,-89.3656,-74.9528,5.3724,-8.0998,-12.3301,-5.0148,0.7911,-22.6437,107.9093,-88.4589,-116.2657,-8.2644,8.0507,-10.8008
293,20.642027,-0.5364,-4.2034,-16.7041,104.6971,-89.7242,-114.3659,4.7735,-9.4229,-5.9833,-5.0197,1.0289,-16.5205,108.1327,-88.5396,-109.9501,-7.8265,8.2170,-4.3346
294,20.731239,-0.6182,-4.6343,-9.2120,170.7157,-89.4579,-172.4597,4.0616,-10.9619,1.7517,-5.0505,1.0551,-9.0226,106.8873,-88.4241,-100.7667,-7.4842,8.3124,3.5012
295,20.813881,-0.5359,-5.1317,-0.3875,-160.4477,-88.8735,167.7044,2.8620,-12.6197,10.6942,-5.1051,0.8425,-0.1804,109.1317,-88.4594,-93.9852,-6.9702,8.4351,12.4916
296,20.886041,-1.1375,-5.4452,6.2163,-149.0585,-88.4167,162.9389,0.9677,-13.6619,17.7605,-5.0692,1.2966,6.3876,109.7040,-88.5457,-87.9163,-5.7945,8.6387,19.5308
297,20.997923,-1.1375,-5.4452,6.2163,-149.0585,-88.4167,162.9389,0.9677,-13.6619,17.7605,-5.0692,1.2966,6.3876,109.7040,-88.5457,-87.9163,-5.7945,8.6387,19.5308
298,21.071456,-1.4485,-6.0545,20.0872,-139.8634,-87.4842,167.4806,-1.6287,-15.4909,31.8520,-5.0710,1.1875,20.2436,112.0956,-88.5077,-76.5409,-4.9941,8.5469,33.4184
299,21.150894,-1.9875,-6.4494,30.4163,-133.6649,-86.8368,171.7753,-3.5704,-16.4178,42.4629,-5.0769,1.3240,30.5346,112.5561,-88.4722,-66.4912,-4.6729,8.2598,43.7464
300,21.236181,-2.5698,-6.6935,40.4730,-128.4367,-86.2699,176.4210,-5.6667,-16.9143,52.6940,-5.0175,1.4511,40.5447,112.9914,-88.4142,-57.0409,-4.3138,7.9177,53.6336
301,21.341798,-2.9512,-6.8097,46.8873,-124.6151,-85.8805,179.0235,-7.0034,-17.0343,59.2840,-4.9839,1.5178,46.9269,113.8049,-88.4251,-51.4218,-4.1592,7.6446,59.9779
302,21.405649,-3.7066,-6.9057,59.1975,-118.0798,-85.2171,-175.4373,-9.8255,-16.8145,71.8770,-4.8942,1.6311,59.1719,115.0649,-88.4050,-40.5977,-3.6872,7.1405,72.0970
303,21.481343,-3.9976,-6.8898,64.9945,-114.8979,-84.9260,-172.8999,-11.0870,-16.4962,77.8483,-4.8428,1.6094,64.9423,115.2879,-88.4029,-35.0991,-3.5428,6.8455,77.8523
304,21.531702,-4.2414,-6.8562,67.9123,-113.0172,-84.7466,-171.8418,-11.5971,-16.2969,80.7513,-4.7978,1.6935,67.8409,115.6963,-88.4433,-32.5664,-3.5680,6.6666,80.6527
305,21.580720,-4.3513,-6.8582,70.5746,-112.6585,-84.6709,-169.9067,-12.4817,-16.1113,83.5123,-4.8026,1.6603,70.4920,116.9704,-88.3591,-31.5478,-3.2250,6.6660,83.3309
306,21.645915,-4.5859,-6.8412,75.4543,-110.9388,-84.6690,-166.7788,-12.9970,-15.7360,88.2033,-4.8060,1.6331,75.3492,114.3920,-88.1340,-24.1338,-3.5614,6.3229,87.8598
307,21.722207,-4.6479,-6.7830,79.3209,-108.8743,-84.4041,-165.4828,-14.1672,-15.3542,91.9231,-4.7864,1.4881,79.2072,116.6892,-88.2301,-23.0647,-3.0898,6.2925,91.4890
308,21.771269,-5.0600,-6.7481,82.0620,-107.2891,-84.2246,-164.5940,-13.9248,-15.1235,94.1866,-4.7667,1.7545,81.9183,117.9179,-88.2986,-21.8163,-3.7025,5.9655,93.6699
309,21.819163,-4.8607,-6.7172,83.4309,-106.7899,-84.1695,-164.1854,-14.3426,-14.9904,95.2353,-4.7684,1.4838,83.2985,118.3349,-88.3110,-21.3250,-3.4789,5.9810,94.7004
310,21.856837,-4.8607,-6.7172,83.4309,-106.7899,-84.1695,-164.1854,-14.3426,-14.9904,95.2353,-4.7684,1.4838,83.2985,118.3349,-88.3110,-21.3250,-3.4789,5.9810,94.7004
311,21.914163,-5.1901,-6.6717,83.9721,-106.1265,-84.1300,-164.4869,-14.2513,-14.8828,95.5939,-4.7137,1.7819,83.8198,117.6697,-88.3607,-20.2971,-3.6007,5.8473,95.0525
312,21.961750,-5.0996,-6.6494,83.9825,-105.7161,-84.1430,-164.6891,-14.0185,-14.8408,95.6093,-4.6965,1.6900,83.8369,116.3715,-88.3632,-18.7920,-3.8075,5.7267,95.0648
313,22.025815,-5.0546,-6.6107,84.2633,-106.0071,-84.2317,-164.2755,-14.3822,-14.8142,95.7787,-4.6651,1.6286,84.1216,115.3605,-88.2672,-17.6630,-3.4913,5.8288,95.2409
314,22.089407,-5.1320,-6.6356,84.4034,-105.3960,-83.9694,-164.6887,-14.2347,-14.8054,95.9364,-4.6881,1.7000,84.2555,119.7266,-88.4952,-21.8187,-3.6593,5.7686,95.3885
315,22.155025,-5.1429,-6.6118,84.5843,-105.1421,-83.8628,-164.9670,-14.2989,-14.7536,96.1032,-4.6669,1.7003,84.4364,121.7799,-88.5934,-23.8911,-3.6150,5.7426,95.5558
316,22.218884,-5.1173,-6.6040,84.6509,-105.5433,-84.1357,-164.3771,-14.3318,-14.7018,96.2106,-4.6617,1.6710,84.5048,116.3589,-88.3472,-18.2953,-3.5879,5.7056,95.6653
317,22.289025,-5.1680,-6.6161,84.5938,-105.4803,-83.9899,-164.5925,-14.3381,-14.6974,96.2263,-4.6700,1.7251,84.4441,119.4702,-88.4732,-21.5514,-3.5835,5.7036,95.6810
318,22.346418,-5.1317,-6.6038,84.7054,-105.3744,-84.0489,-164.4641,-14.2579,-14.6603,96.3602,-4.6616,1.6826,84.5583,117.8771,-88.4197,-19.7276,-3.6733,5.6410,95.8110
319,22.410302,-5.2184,-6.6095,84.7576,-105.5014,-84.0377,-164.3337,-14.2780,-14.6647,96.3915,-4.6634,1.7666,84.6048,118.5083,-88.4195,-20.3546,-3.6624,5.6521,95.8411
320,22.473018,-5.1070,-6.6214,84.7433,-105.2814,-84.0290,-164.4343,-14.2234,-14.6423,96.4467,-4.6812,1.6570,84.5969,118.1537,-88.4330,-19.8807,-3.7174,5.6120,95.8948
321,22.536943,-5.1647,-6.6101,84.8102,-103.8236,-83.2658,-165.9886,-14.2728,-14.6249,96.5041,-4.6679,1.7105,84.6606,140.5067,-89.0608,-42.2928,-3.6766,5.6131,95.9532
322,22.584346,-3.4874,-6.5306,85.0329,-102.8928,-82.4249,-166.8397,-17.0173,-14.6338,96.5285,-4.6871,0.0235,84.9894,-162.0603,-89.2012,-99.6053,-1.1039,6.5798,96.0797
323,22.649725,-0.5715,-6.4742,84.8412,-95.3541,-83.6763,-174.4380,-19.2209,-14.6267,96.6173,-4.7992,-2.8753,84.9818,72.8995,-89.0587,25.3037,0.9573,7.3387,96.2803
324,22.710099,-0.3736,-6.4495,84.8920,-69.8356,-84.4204,158.7610,-19.0276,-14.6295,96.6807,-4.7875,-3.0766,85.0443,36.0748,-86.5552,60.7492,0.7608,7.2746,96.3291
325,22.790881,-1.1340,-6.4092,85.0217,-22.1682,-82.9878,112.0624,-18.8629,-14.5259,97.0567,-4.7036,-2.3279,85.1245,34.3839,-81.3187,63.1992,0.5642,7.1216,96.6904
326,22.862981,-2.7321,-6.4227,85.0429,-21.2400,-78.9974,113.8295,-15.9889,-14.3721,97.6267,-4.6232,-0.7358,85.0469,19.7416,-78.4567,80.5389,-2.2058,5.9798,97.1161
327,22.953161,-5.7320,-6.5230,85.1032,-13.8988,-73.3221,110.5683,-13.3409,-14.2170,98.0535,-4.5548,2.2562,84.9227,14.7297,-72.8471,89.5520,-4.7260,4.9110,97.4599
328,23.036984,-6.5556,-6.6088,84.8966,-9.1317,-52.1287,106.5942,-13.1982,-14.3245,98.1873,-4.5918,3.0921,84.6615,4.8992,-52.0329,99.9249,-4.9257,4.9619,97.5733
329,23.120992,-7.6267,-6.6685,85.4101,-3.4865,-27.3058,104.8308,-14.6125,-14.2004,97.8431,-4.6034,4.1365,85.1040,5.6048,-26.9809,102.6374,-3.4830,5.3396,97.2947
330,23.196539,-4.8681,-6.4491,86.2402,-4.2536,-17.1398,107.7380,-15.9728,-14.0251,98.4032,-4.5497,1.3337,86.1127,3.7868,-17.1067,106.5425,-2.2582,5.6551,97.8993
331,23.242583,-5.7060,-6.5535,86.1517,-3.8104,-13.5546,106.5906,-14.4193,-13.9272,98.5639,-4.6057,2.1789,85.9689,3.8178,-13.4468,105.6968,-3.7161,5.0220,98.0113
332,23.291268,-5.8695,-6.6124,85.7871,-4.2565,-12.6229,105.3632,-14.2097,-13.9868,98.4865,-4.6489,2.3635,85.5918,3.2218,-12.4923,104.5762,-3.9181,5.0036,97.9242
333,23.338504,-5.4494,-6.5385,86.5162,-6.5866,-8.6408,92.6201,-15.1254,-13.9033,98.9163,-4.6117,1.9041,86.3491,-0.1447,-8.1200,92.3500,-3.1170,5.2496,98.3747
334,23.385021,-5.2742,-6.5201,86.7643,-8.3826,-8.4394,90.1494,-13.6836,-14.1629,98.2283,-4.6079,1.7161,86.6082,-2.1051,-7.9610,89.9984,-4.4211,4.9817,97.6424
335,23.432619,-5.5173,-6.5204,86.9686,-9.1118,-5.8348,90.8366,-14.4088,-13.9677,98.9409,-4.5987,1.9480,86.7972,-3.0057,-5.4507,90.8524,-3.8180,5.0591,98.3685
336,23.481270,-5.5819,-6.5434,87.2414,-7.1434,-4.3237,90.2704,-14.4493,-13.9080,99.4193,-4.6234,2.0000,87.0643,-1.1905,-3.7709,90.2749,-3.8573,5.0223,98.8361
337,23.527549,-5.5040,-6.5445,87.3502,-6.8476,-5.7892,89.0289,-14.3028,-13.9378,99.3732,-4.6310,1.9170,87.1777,-0.8507,-5.1594,88.9566,-3.9960,4.9983,98.7843
338,23.575503,-4.7394,-6.5451,87.2821,-7.0780,-4.2250,88.6808,-15.7915,-13.8928,99.6175,-4.6729,1.1586,87.1568,-1.2265,-3.6065,88.6971,-2.6321,5.4797,99.0721
339,23.622400,-4.7394,-6.5451,87.2821,-7.0780,-4.2250,88.6808,-15.7915,-13.8928,99.6175,-4.6729,1.1586,87.1568,-1.2265,-3.6065,88.6971,-2.6321,5.4797,99.0721
340,23.685162,-2.6080,-6.5182,86.8930,-5.8684,-2.2875,90.0071,-18.0145,-13.9382,99.4719,-4.7603,-0.9472,86.9025,-0.0938,-1.6323,90.0527,-0.5270,6.2955,99.0225
341,23.728664,-1.7475,-6.4958,86.8310,-7.1337,-2.1393,90.8288,-18.5880,-13.9758,99.3479,-4.7875,-1.8026,86.8954,-1.3194,-1.6165,90.9340,0.0256,6.5285,98.9287
342,23.774766,-0.9160,-6.4553,86.8807,-7.9771,-1.6603,92.2446,-19.0914,-13.9395,99.4611,-4.7977,-2.6359,86.9974,-2.1161,-1.2624,92.4053,0.4895,6.6706,99.0686
343,23.822254,-0.4299,-6.4029,86.8562,-7.8689,-2.1137,93.2036,-19.6743,-13.9761,99.3505,-4.7744,-3.1221,87.0023,-1.9196,-1.7457,93.3338,1.0491,6.9055,98.9919
344,23.885972,0.4812,-6.3583,86.9073,-7.9222,-2.4221,92.3655,-20.4210,-13.9529,99.4803,-4.7867,-4.0352,87.1097,-1.9962,-2.0219,92.4868,1.7351,7.1437,99.1642
345,23.965873,0.6116,-6.2694,87.3893,-8.1824,-3.6950,92.9247,-20.6044,-13.9071,99.6964,-4.7155,-4.1946,87.5950,-2.1256,-3.3331,92.9921,1.8797,7.1669,99.3877
