row_idx,time_s,Shoulder_world_roll_deg,Shoulder_world_pitch_deg,Shoulder_world_yaw_deg,Elbow_world_roll_deg,Elbow_world_pitch_deg,Elbow_world_yaw_deg,Wrist_world_roll_deg,Wrist_world_pitch_deg,Wrist_world_yaw_deg,Shoulder_world_from_intrinsic_roll_deg,Shoulder_world_from_intrinsic_pitch_deg,Shoulder_world_from_intrinsic_yaw_deg,Elbow_world_from_intrinsic_roll_deg,Elbow_world_from_intrinsic_pitch_deg,Elbow_world_from_intrinsic_yaw_deg,Wrist_world_from_intrinsic_roll_deg,Wrist_world_from_intrinsic_pitch_deg,Wrist_world_from_intrinsic_yaw_deg
10,0.923818,1.1146,0.5690,14.1382,1.5955,1.8059,-12.3491,-0.7018,5.0845,-21.5657,1.1146,0.5690,14.1382,1.5955,1.8059,-12.3491,-0.7018,5.0844,-21.5657
11,0.983286,1.1218,0.5617,14.1820,1.6095,1.7999,-12.3366,-0.6995,5.0866,-21.5630,1.1218,0.5617,14.1820,1.6095,1.7999,-12.3365,-0.6995,5.0866,-21.5629
12,1.039653,1.1218,0.5617,14.1820,1.6095,1.7999,-12.3366,-0.6995,5.0866,-21.5630,1.1218,0.5617,14.1820,1.6095,1.7999,-12.3365,-0.6995,5.0866,-21.5629
13,1.089988,1.1166,0.5552,14.2038,1.6011,1.7975,-12.3622,-0.6925,5.0953,-21.6317,1.1167,0.5553,14.2038,1.6012,1.7975,-12.3622,-0.6925,5.0954,-21.6317
14,1.143459,1.1187,0.5561,14.2099,1.6056,1.7975,-12.3685,-0.6996,5.0948,-21.6459,1.1188,0.5562,14.2099,1.6056,1.7975,-12.3685,-0.6996,5.0949,-21.6459
15,1.207609,1.1143,0.5586,14.2351,1.6087,1.8057,-12.3782,-0.7048,5.0997,-21.6380,1.1143,0.5585,14.2351,1.6088,1.8057,-12.3781,-0.7047,5.0996,-21.6379
16,1.265803,1.1150,0.5580,14.2514,1.6048,1.8085,-12.3880,-0.7094,5.1084,-21.6739,1.1150,0.5580,14.2514,1.6049,1.8085,-12.3880,-0.7093,5.1084,-21.6740
17,1.326408,1.1151,0.5583,14.2655,1.5819,1.8065,-12.3780,-0.7066,5.1046,-21.6441,1.1152,0.5583,14.2655,1.5820,1.8065,-12.3780,-0.7065,5.1046,-21.6440
18,1.384399,1.1244,0.5553,14.2757,1.5953,1.8017,-12.3834,-0.7244,5.1058,-21.6456,1.1243,0.5553,14.2757,1.5953,1.8017,-12.3834,-0.7244,5.1058,-21.6456
19,1.432914,1.1066,0.5488,14.2708,1.6134,1.7986,-12.4084,-0.6872,5.0953,-21.6369,1.1066,0.5488,14.2708,1.6134,1.7987,-12.4084,-0.6871,5.0954,-21.6369
20,1.493372,1.1296,0.5575,14.2493,1.5891,1.8124,-12.4702,-0.7219,5.1062,-21.6865,1.1296,0.5575,14.2494,1.5890,1.8124,-12.4702,-0.7220,5.1061,-21.6865
21,1.549668,1.1042,0.5717,14.2248,1.6300,1.8317,-12.4779,-0.7071,5.1208,-21.7357,1.1041,0.5717,14.2248,1.6300,1.8317,-12.4778,-0.7070,5.1208,-21.7356
22,1.608908,1.1209,0.5998,14.1726,1.5699,1.8560,-12.5674,-0.7155,5.1622,-21.8269,1.1209,0.5998,14.1725,1.5699,1.8560,-12.5674,-0.7155,5.1622,-21.8269
23,1.666371,1.0923,0.6062,14.1645,1.6292,1.8616,-12.5712,-0.6912,5.1742,-21.8521,1.0924,0.6062,14.1645,1.6292,1.8616,-12.5712,-0.6912,5.1743,-21.8521
24,1.715978,1.1346,0.6092,14.1962,1.5749,1.8623,-12.5898,-0.7095,5.1814,-21.8736,1.1345,0.6092,14.1961,1.5749,1.8623,-12.5898,-0.7094,5.1814,-21.8737
25,1.799781,1.0934,0.6126,14.2227,1.6245,1.8704,-12.5970,-0.6887,5.1909,-21.8974,1.0933,0.6127,14.2227,1.6245,1.8703,-12.5970,-0.6888,5.1909,-21.8975
26,1.858185,1.1303,0.6218,14.2259,1.5991,1.8833,-12.6399,-0.7380,5.2005,-21.9187,1.1304,0.6218,14.2259,1.5992,1.8833,-12.6398,-0.7379,5.2005,-21.9187
27,1.943440,1.1195,0.6301,14.2156,1.5991,1.8963,-12.6749,-0.7312,5.2228,-21.9792,1.1195,0.6302,14.2156,1.5991,1.8963,-12.6750,-0.7312,5.2228,-21.9793
28,2.023560,1.1067,0.6312,14.2148,1.5886,1.9001,-12.6984,-0.7168,5.2309,-21.9975,1.1067,0.6312,14.2148,1.5886,1.9001,-12.6985,-0.7168,5.2308,-21.9976
29,2.100399,4.9239,0.7596,14.7636,-0.6731,1.8153,-12.4236,-0.8236,5.2388,-21.9900,4.9238,0.7596,14.7636,-0.6732,1.8153,-12.4235,-0.8235,5.2387,-21.9900
30,2.171887,4.5510,0.6616,14.6239,0.5812,1.7303,-13.2409,-2.4330,5.1639,-22.5413,4.5510,0.6616,14.6239,0.5813,1.7303,-13.2409,-2.4329,5.1639,-22.5413
31,2.245287,4.4415,0.7004,14.7218,-0.5843,1.8619,-12.6206,-1.1172,5.2478,-22.1575,4.4415,0.7004,14.7218,-0.5842,1.8618,-12.6206,-1.1171,5.2478,-22.1575
32,2.314046,4.2745,0.6988,14.6495,0.7018,1.8525,-12.9041,-1.2804,5.2527,-22.1664,4.2745,0.6988,14.6495,0.7018,1.8525,-12.9041,-1.2804,5.2527,-22.1665
33,2.371328,4.0614,0.6860,14.6547,0.2009,1.8454,-12.7738,-0.9206,5.2351,-22.0395,4.0613,0.6860,14.6547,0.2009,1.8454,-12.7737,-0.9205,5.2351,-22.0395
34,2.418935,4.9346,-0.2761,14.6120,0.1208,1.8206,-12.9276,-1.2438,5.2290,-22.0788,4.9345,-0.2762,14.6120,0.1208,1.8205,-12.9275,-1.2437,5.2289,-22.0787
35,2.466606,5.9380,-2.6400,13.6674,-0.3528,1.8349,-12.8959,-1.1335,5.2376,-22.0464,5.9380,-2.6400,13.6675,-0.3528,1.8348,-12.8959,-1.1334,5.2376,-22.0463
36,2.515116,7.9992,-9.8634,14.1493,0.4387,1.8753,-12.9489,-1.5244,5.2431,-22.1418,7.9992,-9.8634,14.1493,0.4386,1.8753,-12.9489,-1.5244,5.2431,-22.1419
37,2.563840,9.1917,-22.0703,15.3741,0.2496,1.9012,-12.6803,-1.0918,5.2743,-21.9678,9.1918,-22.0703,15.3741,0.2497,1.9012,-12.6803,-1.0917,5.2744,-21.9678
38,2.611463,7.8959,-27.5739,19.7545,1.8472,1.8206,-13.3180,-0.9339,5.2461,-22.1117,7.8959,-27.5739,19.7545,1.8472,1.8207,-13.3181,-0.9339,5.2462,-22.1118
39,2.657379,8.7619,-36.9265,25.2867,1.3058,1.9131,-12.5316,-0.6407,5.2450,-21.9353,8.7619,-36.9266,25.2867,1.3058,1.9131,-12.5317,-0.6407,5.2450,-21.9354
40,2.704768,-1.2944,-54.2073,39.6657,1.8228,1.8464,-13.0392,-0.8558,5.2526,-21.9054,-1.2944,-54.2073,39.6657,1.8228,1.8464,-13.0392,-0.8557,5.2526,-21.9054
41,2.754554,-1.2944,-54.2073,39.6657,1.8228,1.8464,-13.0392,-0.8558,5.2526,-21.9054,-1.2944,-54.2073,39.6657,1.8228,1.8464,-13.0392,-0.8557,5.2526,-21.9054
42,2.800392,-10.4297,-69.3370,48.9014,1.1168,1.8130,-12.9673,-1.3344,5.2216,-22.0354,-10.4298,-69.3370,48.9015,1.1168,1.8130,-12.9673,-1.3345,5.2216,-22.0354
43,2.855235,-3.5164,-72.9490,34.3273,0.5151,1.8337,-12.6627,-1.1242,5.2090,-21.9877,-3.5163,-72.9489,34.3272,0.5152,1.8337,-12.6627,-1.1243,5.2091,-21.9878
44,2.930246,2.1346,-71.8780,24.6938,0.5523,1.8159,-12.8371,-1.4614,5.1970,-22.0264,2.1348,-71.8780,24.6936,0.5523,1.8159,-12.8371,-1.4615,5.1971,-22.0265
45,3.029261,20.0148,-74.5631,2.4221,-0.0830,1.8304,-12.6076,-1.2032,5.1881,-21.9774,20.0148,-74.5632,2.4222,-0.0830,1.8303,-12.6076,-1.2031,5.1880,-21.9774
46,3.122106,15.9375,-71.4818,-0.4233,-0.1525,1.8140,-13.1583,-1.1350,5.1887,-22.0195,15.9374,-71.4818,-0.4232,-0.1525,1.8140,-13.1583,-1.1350,5.1887,-22.0194
47,3.214567,20.7728,-70.7074,-2.0984,-0.1272,1.8114,-13.0670,-1.2967,5.2295,-21.8193,20.7728,-70.7074,-2.0984,-0.1272,1.8114,-13.0670,-1.2967,5.2295,-21.8193
48,3.313951,17.3273,-72.5119,-1.4656,-0.1750,1.8441,-13.3534,-1.5023,5.2066,-22.0919,17.3274,-72.5119,-1.4657,-0.1750,1.8440,-13.3534,-1.5023,5.2066,-22.0919
49,3.374124,16.2694,-74.5858,-1.6087,0.0957,1.8780,-13.2978,-1.6665,5.2455,-22.0957,16.2693,-74.5858,-1.6086,0.0957,1.8780,-13.2977,-1.6666,5.2455,-22.0957
50,3.438117,24.3170,-74.8692,-7.6825,-0.1536,1.8931,-13.1587,-1.5867,5.2650,-22.0736,24.3171,-74.8692,-7.6826,-0.1536,1.8930,-13.1587,-1.5867,5.2649,-22.0736
51,3.518530,38.4088,-74.4215,-21.4002,-0.8163,1.8521,-13.3177,-1.5622,5.2437,-22.0630,38.4088,-74.4215,-21.4002,-0.8163,1.8521,-13.3178,-1.5622,5.2437,-22.0630
52,3.567912,41.0905,-73.6219,-23.4504,-0.7443,1.8933,-13.3086,-1.6894,5.2482,-22.0916,41.0905,-73.6219,-23.4504,-0.7443,1.8933,-13.3086,-1.6895,5.2482,-22.0916
53,3.614310,43.2253,-73.7718,-26.5666,-1.1772,1.9331,-13.5694,-1.6682,5.3039,-22.0160,43.2253,-73.7717,-26.5666,-1.1772,1.9332,-13.5693,-1.6681,5.3040,-22.0159
54,3.663102,44.3002,-74.6658,-27.8247,-1.2400,1.9311,-13.6569,-1.9078,5.3214,-22.0835,44.3001,-74.6658,-27.8246,-1.2400,1.9311,-13.6569,-1.9078,5.3214,-22.0835
55,3.707357,47.0482,-74.6006,-30.4727,-1.1915,1.9195,-13.6602,-2.0765,5.3220,-22.1045,47.0484,-74.6006,-30.4729,-1.1914,1.9195,-13.6603,-2.0764,5.3220,-22.1045
56,3.755048,48.9046,-74.6716,-32.2753,-0.8985,1.9524,-13.4422,-1.9019,5.3038,-22.0660,48.9045,-74.6716,-32.2753,-0.8985,1.9524,-13.4422,-1.9019,5.3038,-22.0660
57,3.818719,48.9046,-74.6716,-32.2753,-0.8985,1.9524,-13.4422,-1.9019,5.3038,-22.0660,48.9045,-74.6716,-32.2753,-0.8985,1.9524,-13.4422,-1.9019,5.3038,-22.0660
58,3.913608,47.7872,-75.1515,-32.2363,-1.0467,1.9475,-13.6311,-2.1197,5.3205,-22.0687,47.7871,-75.1515,-32.2361,-1.0468,1.9475,-13.6310,-2.1197,5.3205,-22.0686
59,3.980133,47.7311,-75.8166,-32.7779,-0.9356,1.9495,-13.7692,-2.0730,5.3368,-22.0637,47.7311,-75.8166,-32.7778,-0.9356,1.9495,-13.7692,-2.0730,5.3368,-22.0637
60,4.042024,46.3523,-75.4326,-30.9884,-0.9212,1.9788,-13.6042,-2.1705,5.3474,-22.0725,46.3522,-75.4327,-30.9883,-0.9212,1.9788,-13.6042,-2.1705,5.3474,-22.0725
61,4.072617,45.3051,-75.0805,-29.5960,-0.9216,1.9830,-13.5769,-2.1250,5.3560,-22.0586,45.3052,-75.0805,-29.5960,-0.9216,1.9831,-13.5769,-2.1249,5.3560,-22.0586
62,4.137656,44.6536,-74.8001,-28.9209,-0.9494,1.9789,-13.4977,-2.0085,5.3482,-22.0575,44.6537,-74.8001,-28.9209,-0.9494,1.9789,-13.4977,-2.0085,5.3482,-22.0576
63,4.186159,-1.0174,-77.2838,16.4129,2.7828,1.9088,-13.2707,-1.1987,5.2727,-22.1285,-1.0173,-77.2838,16.4128,2.7828,1.9088,-13.2707,-1.1987,5.2727,-22.1285
64,4.239445,5.2033,-76.9044,10.3405,1.8158,1.9026,-13.1088,-0.7532,5.2453,-22.1255,5.2032,-76.9044,10.3406,1.8158,1.9025,-13.1088,-0.7532,5.2453,-22.1256
65,4.299509,10.9980,-76.5513,4.7748,1.3276,1.9620,-12.9723,-1.4657,5.2553,-22.2244,10.9981,-76.5513,4.7747,1.3275,1.9621,-12.9723,-1.4658,5.2554,-22.2244
66,4.375152,6.8942,-76.6548,8.8100,0.6381,1.9603,-12.7230,-0.7787,5.2653,-22.0460,6.8942,-76.6548,8.8100,0.6381,1.9603,-12.7231,-0.7787,5.2653,-22.0460
67,4.438348,7.1355,-76.6516,8.5224,2.0174,1.9361,-13.2021,-1.2241,5.2476,-22.2304,7.1354,-76.6517,8.5225,2.0174,1.9361,-13.2021,-1.2240,5.2475,-22.2305
68,4.485899,6.9524,-76.6425,8.7690,1.0689,1.9505,-12.9480,-1.0099,5.2545,-22.1689,6.9523,-76.6425,8.7691,1.0689,1.9505,-12.9479,-1.0099,5.2545,-22.1689
69,4.550211,5.7132,-76.6793,10.0339,1.6179,1.8466,-12.8851,-0.9292,5.2514,-22.1704,5.7131,-76.6793,10.0340,1.6179,1.8466,-12.8851,-0.9293,5.2514,-22.1703
70,4.621852,16.9069,-76.0253,-0.5489,-2.2381,1.8913,-11.7310,-1.5503,5.2433,-22.2752,16.9071,-76.0253,-0.5491,-2.2380,1.8912,-11.7310,-1.5502,5.2434,-22.2751
71,4.661562,17.3742,-75.9742,-1.1849,-0.3093,1.7436,-12.3537,-1.9584,5.2227,-22.3995,17.3743,-75.9742,-1.1851,-0.3092,1.7436,-12.3537,-1.9585,5.2228,-22.3996
72,4.725966,16.1362,-76.0629,-0.0569,-0.1173,1.8595,-11.5889,-2.6602,5.2158,-22.4905,16.1364,-76.0628,-0.0570,-0.1173,1.8596,-11.5889,-2.6602,5.2159,-22.4906
73,4.788875,18.1302,-75.8669,-2.1274,1.2848,1.5250,-12.2641,-3.4065,5.1983,-22.5570,18.1304,-75.8669,-2.1276,1.2848,1.5251,-12.2641,-3.4066,5.1984,-22.5570
74,4.899550,19.7689,-75.6802,-3.4533,-0.8386,1.4064,-10.1058,-2.9385,5.2120,-22.5080,19.7688,-75.6802,-3.4532,-0.8386,1.4064,-10.1058,-2.9384,5.2120,-22.5080
75,5.042670,25.0681,-75.0841,-8.6408,-0.8471,1.0769,-10.7695,-4.2601,5.1998,-22.6647,25.0679,-75.0841,-8.6406,-0.8472,1.0769,-10.7696,-4.2602,5.1998,-22.6647
76,5.137924,13.0163,-76.1450,3.3725,-3.7883,-17.2056,-8.6545,-2.4900,5.2306,-22.4419,13.0164,-76.1450,3.3724,-3.7882,-17.2055,-8.6545,-2.4900,5.2307,-22.4419
77,5.233669,-0.4484,-76.5614,16.3505,-1.3136,-37.2720,-5.8045,-0.4902,5.2646,-21.9720,-0.4486,-76.5614,16.3507,-1.3137,-37.2720,-5.8044,-0.4903,5.2647,-21.9720
78,5.333452,-2.4068,-76.5130,18.5791,-1.0847,-42.5505,-5.2642,-0.1618,5.2673,-22.0053,-2.4069,-76.5130,18.5792,-1.0847,-42.5505,-5.2643,-0.1618,5.2673,-22.0053
79,5.425980,5.5408,-76.3558,10.3159,-12.6738,-67.3459,16.6900,-1.1442,5.2510,-22.3442,5.5408,-76.3557,10.3160,-12.6738,-67.3459,16.6900,-1.1442,5.2510,-22.3442
80,5.506874,3.5788,-76.3791,12.3127,-41.4085,-77.9679,43.7680,-1.0240,5.2611,-22.2510,3.5789,-76.3791,12.3127,-41.4085,-77.9679,43.7680,-1.0240,5.2611,-22.2510
81,5.616414,4.8245,-76.3489,11.1102,-58.6801,-78.4162,58.2570,-0.8969,5.2611,-22.2486,4.8246,-76.3489,11.1101,-58.6800,-78.4162,58.2570,-0.8969,5.2611,-22.2487
82,5.679555,6.2527,-76.2929,9.6934,-62.5767,-80.5418,59.3863,-0.9322,5.2512,-22.2822,6.2528,-76.2929,9.6933,-62.5765,-80.5418,59.3861,-0.9322,5.2513,-22.2822
83,5.744636,7.5409,-76.2378,8.4182,-20.2811,-88.1922,12.2457,-0.9550,5.2320,-22.3346,7.5409,-76.2378,8.4181,-20.2818,-88.1922,12.2465,-0.9550,5.2320,-22.3346
84,5.807032,8.1443,-76.2232,7.7606,-32.8900,-89.0041,23.3937,-1.2007,5.2581,-22.3545,8.1443,-76.2232,7.7606,-32.8913,-89.0041,23.3949,-1.2007,5.2581,-22.3546
85,5.871259,7.2342,-76.2580,8.7117,-84.2042,-86.6732,73.9532,-1.1046,5.2793,-22.3923,7.2341,-76.2579,8.7117,-84.2034,-86.6731,73.9525,-1.1046,5.2793,-22.3923
86,5.943548,10.4596,-76.1182,5.5276,-104.3590,-87.1557,94.7465,-1.5196,5.2625,-22.4733,10.4595,-76.1182,5.5276,-104.3580,-87.1557,94.7455,-1.5196,5.2626,-22.4733
87,5.980475,16.0231,-75.7687,0.1057,-135.2383,-87.8663,125.6932,-1.9515,5.2595,-22.5981,16.0233,-75.7688,0.1055,-135.2397,-87.8663,125.6946,-1.9514,5.2594,-22.5980
88,6.044084,23.5402,-75.0139,-7.2182,144.1017,-89.0108,-155.0276,-4.7309,5.2397,-22.9725,23.5404,-75.0139,-7.2183,144.0980,-89.0108,-155.0239,-4.7309,5.2397,-22.9725
89,6.106937,23.4895,-75.0034,-7.1733,144.6102,-88.8218,-155.6455,-4.7074,5.2215,-22.9635,23.4895,-75.0033,-7.1733,144.6107,-88.8219,-155.6460,-4.7075,5.2215,-22.9635
90,6.170108,23.7011,-74.9681,-7.3470,147.9007,-88.9013,-159.1195,-4.7385,5.2055,-22.9857,23.7013,-74.9681,-7.3472,147.8970,-88.9013,-159.1158,-4.7384,5.2056,-22.9857
91,6.234389,24.1538,-74.9122,-7.7775,168.1612,-88.7274,179.5274,-4.6404,5.1811,-22.9325,24.1539,-74.9122,-7.7777,168.1604,-88.7274,179.5282,-4.6404,5.1811,-22.9324
92,6.297829,23.8141,-74.9101,-7.3879,135.4770,-88.5098,-148.5874,-4.8964,5.1569,-22.8783,23.8139,-74.9101,-7.3878,135.4792,-88.5099,-148.5895,-4.8965,5.1570,-22.8782
93,6.377103,23.1590,-74.9586,-6.6136,129.6686,-88.8733,-143.5022,-4.7526,5.1178,-22.7471,23.1590,-74.9587,-6.6136,129.6699,-88.8732,-143.5034,-4.7525,5.1177,-22.7470
94,6.453585,23.6272,-74.9043,-7.0535,128.3648,-89.2590,-142.8256,-4.8820,5.1072,-22.7113,23.6271,-74.9043,-7.0534,128.3694,-89.2589,-142.8303,-4.8821,5.1071,-22.7113
95,6.515690,23.2527,-74.9411,-6.5225,119.7974,-89.2749,-134.0205,-4.9639,5.1124,-22.6730,23.2527,-74.9411,-6.5225,119.7943,-89.2749,-134.0174,-4.9639,5.1125,-22.6730
96,6.580238,22.8673,-75.0009,-6.2306,128.3980,-89.1407,-143.6345,-4.9250,5.1533,-22.7080,22.8673,-75.0009,-6.2307,128.3969,-89.1406,-143.6335,-4.9249,5.1532,-22.7081
97,6.627666,19.7353,-75.3865,-3.1458,-179.2591,-88.2995,161.9392,-4.5941,5.2017,-22.7942,19.7353,-75.3865,-3.1458,-179.2584,-88.2995,161.9385,-4.5941,5.2017,-22.7942
98,6.676400,12.6482,-75.8942,4.0415,145.5504,-88.0272,-160.7067,-3.1174,5.2179,-22.5709,12.6483,-75.8942,4.0414,145.5513,-88.0272,-160.7076,-3.1175,5.2180,-22.5709
99,6.738966,0.0653,-76.2916,16.0758,114.5374,-87.1720,-123.3844,-0.7431,5.2340,-22.2292,0.0655,-76.2916,16.0756,114.5364,-87.1720,-123.3835,-0.7431,5.2340,-22.2292
100,6.803416,2.3605,-76.2586,13.8276,116.8904,-87.1754,-128.5002,-0.3953,5.2451,-22.1942,2.3604,-76.2586,13.8277,116.8908,-87.1754,-128.5006,-0.3953,5.2450,-22.1942
101,6.900062,2.0494,-76.2686,14.1930,113.0226,-86.7867,-123.2163,-0.8276,5.2474,-22.3119,2.0492,-76.2686,14.1932,113.0236,-86.7867,-123.2173,-0.8277,5.2473,-22.3119
102,7.004053,2.5521,-76.2568,13.7341,114.5447,-86.9676,-125.2418,-0.9102,5.2510,-22.4035,2.5523,-76.2568,13.7339,114.5436,-86.9676,-125.2408,-0.9102,5.2510,-22.4036
103,7.070073,3.1768,-76.2462,13.0950,114.8334,-86.9935,-125.6138,-0.9940,5.2533,-22.4186,3.1769,-76.2462,13.0949,114.8327,-86.9935,-125.6131,-0.9940,5.2533,-22.4186
104,7.146059,2.4954,-76.2567,13.7807,113.5193,-86.8098,-124.1045,-0.9981,5.2562,-22.4348,2.4952,-76.2567,13.7808,113.5200,-86.8099,-124.1052,-0.9982,5.2562,-22.4348
105,7.209467,3.5054,-76.2422,12.6316,114.6531,-86.5407,-126.0394,-5.8643,5.1002,-21.7994,3.5054,-76.2423,12.6316,114.6533,-86.5407,-126.0396,-5.8643,5.1002,-21.7994
106,7.281513,3.4647,-76.2539,12.5881,111.4965,-86.0033,-122.7853,-6.9870,4.3685,-22.4987,3.4647,-76.2538,12.5881,111.4969,-86.0034,-122.7856,-6.9870,4.3685,-22.4987
107,7.376851,2.9819,-76.2447,13.1638,114.8376,-86.5586,-125.6063,-10.7280,-6.1137,-19.2559,2.9819,-76.2447,13.1638,114.8380,-86.5585,-125.6068,-10.7280,-6.1137,-19.2560
108,7.445722,2.4864,-76.2642,13.7316,114.4350,-86.5281,-125.2989,-13.0195,-11.5901,-17.6853,2.4865,-76.2642,13.7315,114.4356,-86.5281,-125.2995,-13.0194,-11.5901,-17.6853
109,7.520345,2.4089,-76.2551,13.6966,112.1194,-86.2292,-122.7589,-13.4659,-35.8141,-11.4912,2.4091,-76.2551,13.6964,112.1189,-86.2292,-122.7584,-13.4658,-35.8141,-11.4913
110,7.573880,3.2223,-76.2451,12.9245,119.7607,-87.1354,-131.2436,-24.1701,-45.9376,-1.2247,3.2222,-76.2451,12.9246,119.7609,-87.1354,-131.2437,-24.1702,-45.9375,-1.2247
111,7.638329,2.4364,-76.2416,13.8953,116.5662,-86.9183,-127.3071,-33.4328,-54.0841,9.6912,2.4366,-76.2416,13.8951,116.5661,-86.9183,-127.3071,-33.4327,-54.0841,9.6911
112,7.702594,2.6918,-76.2412,13.5975,116.8802,-86.9534,-127.6812,-37.4823,-59.6441,18.7095,2.6918,-76.2411,13.5974,116.8795,-86.9534,-127.6805,-37.4823,-59.6441,18.7095
113,7.782417,2.3959,-76.2448,13.8527,115.8604,-86.8038,-126.7888,-53.8831,-71.2636,37.4847,2.3960,-76.2449,13.8526,115.8602,-86.8038,-126.7885,-53.8831,-71.2635,37.4847
114,7.861790,2.5012,-76.2467,13.7476,115.9768,-86.8365,-126.7528,-60.4283,-76.8353,46.2718,2.5010,-76.2467,13.7477,115.9771,-86.8365,-126.7531,-60.4284,-76.8353,46.2719
115,7.951381,2.0041,-76.2581,14.1384,114.6371,-86.5762,-125.8710,-74.4609,-78.9352,59.1189,2.0040,-76.2581,14.1386,114.6373,-86.5763,-125.8711,-74.4608,-78.9352,59.1188
116,8.037335,2.6099,-76.2540,13.4662,113.0227,-86.2011,-124.5858,-72.0895,-83.1331,52.7013,2.6098,-76.2540,13.4663,113.0233,-86.2010,-124.5863,-72.0895,-83.1332,52.7013
117,8.099592,3.7028,-76.2261,12.3650,112.7132,-85.9113,-124.5001,-82.3042,-81.7149,57.9837,3.7029,-76.2262,12.3648,112.7131,-85.9113,-124.5000,-82.3042,-81.7150,57.9837
118,8.146591,3.6593,-76.2211,12.4136,113.1215,-85.9658,-125.0455,-82.1502,-81.8941,57.7068,3.6591,-76.2211,12.4138,113.1216,-85.9658,-125.0456,-82.1505,-81.8940,57.7071
119,8.196260,3.5097,-76.2170,12.6166,112.4358,-85.8245,-124.0871,-82.3306,-82.1021,57.8668,3.5095,-76.2170,12.6168,112.4358,-85.8245,-124.0872,-82.3309,-82.1022,57.8672
120,8.242878,3.6883,-76.2009,12.4894,113.0605,-85.8713,-124.8085,-82.8908,-82.2845,58.0656,3.6884,-76.2009,12.4893,113.0610,-85.8712,-124.8089,-82.8914,-82.2846,58.0661
121,8.290190,3.6883,-76.2009,12.4894,113.0605,-85.8713,-124.8085,-82.8908,-82.2845,58.0656,3.6884,-76.2009,12.4893,113.0610,-85.8712,-124.8089,-82.8914,-82.2846,58.0661
122,8.338149,3.0684,-76.1983,13.1353,115.5397,-86.1833,-127.4563,-82.8697,-83.4594,57.9603,3.0684,-76.1984,13.1354,115.5406,-86.1833,-127.4572,-82.8706,-83.4595,57.9612
123,8.401180,3.5351,-76.1949,12.6132,115.6685,-86.1736,-127.5230,-82.2222,-83.8249,57.4578,3.5353,-76.1949,12.6130,115.6685,-86.1736,-127.5231,-82.2225,-83.8249,57.4581
124,8.450002,3.1923,-76.1928,13.0273,116.1605,-86.2776,-127.8911,-81.0163,-84.5706,56.5192,3.1924,-76.1928,13.0272,116.1602,-86.2776,-127.8908,-81.0161,-84.5706,56.5190
