row_idx,time_s,Shoulder_world_roll_deg,Shoulder_world_pitch_deg,Shoulder_world_yaw_deg,Elbow_world_roll_deg,Elbow_world_pitch_deg,Elbow_world_yaw_deg,Wrist_world_roll_deg,Wrist_world_pitch_deg,Wrist_world_yaw_deg,Shoulder_world_from_intrinsic_roll_deg,Shoulder_world_from_intrinsic_pitch_deg,Shoulder_world_from_intrinsic_yaw_deg,Elbow_world_from_intrinsic_roll_deg,Elbow_world_from_intrinsic_pitch_deg,Elbow_world_from_intrinsic_yaw_deg,Wrist_world_from_intrinsic_roll_deg,Wrist_world_from_intrinsic_pitch_deg,Wrist_world_from_intrinsic_yaw_deg
330,5.514302,-0.0475,-0.2106,-0.0245,-173.8472,-62.6025,175.1246,179.2150,-5.2716,179.1588,-0.0475,-0.2106,-0.0245,-173.8473,-62.6025,175.1246,179.2150,-5.2716,179.1589
331,5.517307,-0.0474,-0.2106,-0.0239,-173.7750,-62.5991,175.1071,179.2153,-5.2741,179.1606,-0.0474,-0.2105,-0.0239,-173.7750,-62.5991,175.1072,179.2153,-5.2741,179.1606
332,5.541522,-0.0475,-0.2107,-0.0238,-173.7299,-62.6070,175.0672,179.2147,-5.2761,179.1631,-0.0475,-0.2107,-0.0238,-173.7298,-62.6069,175.0670,179.2149,-5.2761,179.1631
333,5.552955,-0.0470,-0.2104,-0.0236,-173.6874,-62.6170,175.0175,179.2153,-5.2792,179.1630,-0.0470,-0.2104,-0.0236,-173.6874,-62.6171,175.0175,179.2152,-5.2792,179.1629
334,5.568075,-0.0490,-0.2103,-0.0240,-173.6766,-62.6297,174.9923,179.2157,-5.2838,179.1633,-0.0490,-0.2103,-0.0240,-173.6767,-62.6296,174.9923,179.2157,-5.2837,179.1633
335,5.597985,-0.0501,-0.2106,-0.0238,-173.6692,-62.6395,174.9798,179.2160,-5.2859,179.1654,-0.0501,-0.2106,-0.0238,-173.6691,-62.6396,174.9797,179.2160,-5.2860,179.1653
336,5.628027,-0.0495,-0.2102,-0.0232,-173.7053,-62.6497,175.0330,179.2176,-5.2876,179.1656,-0.0495,-0.2102,-0.0232,-173.7053,-62.6497,175.0330,179.2176,-5.2876,179.1656
337,5.631776,-0.0494,-0.2090,-0.0231,-173.7757,-62.6637,175.0780,179.2171,-5.2917,179.1655,-0.0494,-0.2089,-0.0231,-173.7757,-62.6637,175.0780,179.2172,-5.2917,179.1655
338,5.650280,-0.0491,-0.2094,-0.0230,-173.8695,-62.6855,175.0954,179.2159,-5.2989,179.1665,-0.0491,-0.2094,-0.0230,-173.8694,-62.6855,175.0954,179.2159,-5.2988,179.1665
339,5.659400,-0.0478,-0.2091,-0.0225,-173.9021,-62.7068,175.0553,179.2150,-5.3131,179.1674,-0.0478,-0.2091,-0.0225,-173.9020,-62.7067,175.0551,179.2151,-5.3130,179.1675
340,5.665322,-0.0471,-0.2091,-0.0224,-173.8286,-62.7211,174.9576,179.2160,-5.3275,179.1684,-0.0471,-0.2091,-0.0224,-173.8287,-62.7211,174.9577,179.2159,-5.3275,179.1685
341,5.688361,-0.0455,-0.2089,-0.0228,-173.7146,-62.7329,174.8601,179.2149,-5.3322,179.1715,-0.0455,-0.2088,-0.0228,-173.7146,-62.7329,174.8602,179.2149,-5.3323,179.1715
342,5.703378,-0.0467,-0.2081,-0.0228,-173.6247,-62.7441,174.7727,179.2155,-5.3374,179.1730,-0.0467,-0.2081,-0.0228,-173.6247,-62.7441,174.7727,179.2155,-5.3374,179.1729
343,5.718234,-0.0462,-0.2083,-0.0236,-173.6162,-62.7531,174.7598,179.2142,-5.3466,179.1760,-0.0462,-0.2083,-0.0236,-173.6163,-62.7531,174.7599,179.2142,-5.3465,179.1760
344,5.748110,-0.0469,-0.2076,-0.0245,-173.6404,-62.7623,174.8128,179.2147,-5.3827,179.1780,-0.0468,-0.2076,-0.0245,-173.6404,-62.7623,174.8128,179.2147,-5.3826,179.1780
345,5.762954,-0.0471,-0.2069,-0.0248,-173.6697,-62.7673,174.8654,179.2151,-5.4480,179.1804,-0.0471,-0.2069,-0.0248,-173.6698,-62.7673,174.8654,179.2150,-5.4481,179.1804
346,5.777969,-0.0472,-0.2073,-0.0240,-173.6614,-62.7727,174.8493,179.2168,-5.5710,179.1813,-0.0472,-0.2073,-0.0240,-173.6616,-62.7728,174.8495,179.2167,-5.5710,179.1813
347,5.784236,-0.0474,-0.2074,-0.0238,-173.6348,-62.7827,174.7835,179.2134,-6.0586,179.1881,-0.0474,-0.2074,-0.0238,-173.6347,-62.7827,174.7834,179.2134,-6.0586,179.1881
348,5.808159,-0.0478,-0.2074,-0.0247,-173.6340,-62.7992,174.7487,179.2153,-6.6758,179.1904,-0.0478,-0.2074,-0.0247,-173.6339,-62.7992,174.7487,179.2153,-6.6758,179.1904
349,5.826187,-0.0467,-0.2062,-0.0247,-173.6511,-62.8203,174.7364,179.2089,-7.1835,179.1941,-0.0466,-0.2062,-0.0247,-173.6513,-62.8202,174.7367,179.2089,-7.1834,179.1941
350,5.838818,-0.0466,-0.2055,-0.0262,-173.7113,-62.8465,174.7469,179.2104,-7.9418,179.1914,-0.0466,-0.2055,-0.0262,-173.7114,-62.8465,174.7470,179.2103,-7.9418,179.1914
351,5.853431,-0.0468,-0.2057,-0.0266,-173.8040,-62.8704,174.7774,179.2075,-9.3096,179.1974,-0.0468,-0.2057,-0.0266,-173.8040,-62.8704,174.7774,179.2075,-9.3095,179.1974
352,5.871376,-0.0478,-0.2064,-0.0272,-173.8757,-62.8865,174.8061,179.2028,-11.0591,179.2109,-0.0478,-0.2064,-0.0272,-173.8756,-62.8865,174.8060,179.2028,-11.0591,179.2109
353,5.898360,-0.0461,-0.2066,-0.0276,-173.8921,-62.8954,174.7780,179.2048,-12.9124,179.2227,-0.0461,-0.2066,-0.0276,-173.8920,-62.8954,174.7780,179.2048,-12.9124,179.2227
354,5.901347,-0.0463,-0.2061,-0.0270,-173.8967,-62.9035,174.7293,179.2174,-14.5676,179.2264,-0.0463,-0.2061,-0.0270,-173.8967,-62.9034,174.7293,179.2174,-14.5676,179.2264
355,5.957684,-0.0456,-0.2060,-0.0281,-173.9132,-62.9136,174.6715,179.2169,-16.0022,179.2319,-0.0456,-0.2059,-0.0281,-173.9132,-62.9136,174.6714,179.2169,-16.0022,179.2319
356,5.960993,-0.0457,-0.2061,-0.0286,-173.9275,-62.9219,174.6129,179.2151,-17.4099,179.2422,-0.0457,-0.2061,-0.0286,-173.9273,-62.9219,174.6129,179.2152,-17.4099,179.2423
357,5.967848,-0.0443,-0.2054,-0.0275,-173.9476,-62.9284,174.5772,179.2127,-19.2086,179.2584,-0.0443,-0.2054,-0.0274,-173.9474,-62.9284,174.5772,179.2128,-19.2086,179.2584
358,5.987481,-0.0437,-0.2058,-0.0277,-173.9323,-62.9364,174.5188,179.1940,-21.5146,179.2836,-0.0437,-0.2057,-0.0277,-173.9322,-62.9365,174.5187,179.1940,-21.5147,179.2835
359,5.990394,-0.0430,-0.2063,-0.0295,-173.8863,-62.9464,174.4441,179.1501,-24.6694,179.3342,-0.0430,-0.2063,-0.0295,-173.8862,-62.9464,174.4440,179.1501,-24.6693,179.3342
360,6.017796,-0.0421,-0.2067,-0.0303,-173.8343,-62.9769,174.3846,179.0759,-28.1063,179.4059,-0.0421,-0.2067,-0.0303,-173.8343,-62.9769,174.3846,179.0758,-28.1063,179.4059
361,6.021269,-0.0418,-0.2074,-0.0300,-173.8563,-62.9916,174.3451,178.9833,-31.9195,179.4742,-0.0418,-0.2074,-0.0300,-173.8562,-62.9916,174.3450,178.9834,-31.9195,179.4742
362,6.065090,-0.0416,-0.2076,-0.0306,-173.8541,-62.9980,174.2826,178.8483,-36.3426,179.5348,-0.0416,-0.2076,-0.0306,-173.8541,-62.9980,174.2827,178.8483,-36.3426,179.5349
363,6.067569,-0.0419,-0.2081,-0.0305,-173.8131,-62.9994,174.1880,178.7045,-41.0549,179.6161,-0.0419,-0.2081,-0.0305,-173.8132,-62.9993,174.1881,178.7045,-41.0548,179.6162
364,6.076290,-0.0415,-0.2099,-0.0308,-173.7444,-62.9985,174.0809,179.1043,-45.7502,179.5169,-0.0415,-0.2099,-0.0308,-173.7444,-62.9985,174.0808,179.1043,-45.7503,179.5168
365,6.091666,-0.0422,-0.2107,-0.0291,-173.6610,-62.9959,173.9897,178.9790,-50.1922,179.5982,-0.0422,-0.2107,-0.0291,-173.6611,-62.9958,173.9899,178.9790,-50.1922,179.5982
366,6.117744,-0.0409,-0.2110,-0.0301,-173.6096,-62.9947,173.9588,178.9076,-54.4292,179.6167,-0.0409,-0.2110,-0.0301,-173.6097,-62.9946,173.9588,178.9075,-54.4292,179.6168
367,6.124434,-0.0397,-0.2112,-0.0298,-173.6036,-62.9928,173.9714,178.8031,-58.4201,179.5786,-0.0397,-0.2112,-0.0298,-173.6035,-62.9928,173.9714,178.8031,-58.4201,179.5787
368,6.166614,-0.0384,-0.2114,-0.0297,-173.5999,-62.9913,173.9590,178.6245,-62.2590,179.6103,-0.0384,-0.2114,-0.0297,-173.6000,-62.9913,173.9591,178.6244,-62.2590,179.6104
369,6.169469,-0.0386,-0.2113,-0.0302,-173.5933,-62.9915,173.9276,178.4309,-66.0596,179.6533,-0.0386,-0.2113,-0.0302,-173.5933,-62.9915,173.9276,178.4309,-66.0596,179.6534
370,6.196709,-0.0395,-0.2113,-0.0295,-173.5771,-62.9907,173.8941,178.2244,-69.9507,179.7416,-0.0395,-0.2113,-0.0295,-173.5772,-62.9907,173.8941,178.2242,-69.9506,179.7417
371,6.199342,-0.0393,-0.2114,-0.0294,-173.5703,-62.9931,173.8735,178.0158,-73.8331,179.8539,-0.0393,-0.2114,-0.0294,-173.5703,-62.9931,173.8735,178.0157,-73.8330,179.8540
372,6.208393,-0.0402,-0.2109,-0.0297,-173.5600,-62.9945,173.8615,177.7875,-77.4888,-179.9889,-0.0403,-0.2109,-0.0297,-173.5600,-62.9944,173.8615,177.7876,-77.4888,-179.9889
373,6.226444,-0.0401,-0.2113,-0.0297,-173.5590,-62.9956,173.8666,177.3811,-81.4960,-179.6262,-0.0401,-0.2113,-0.0297,-173.5589,-62.9956,173.8665,177.3811,-81.4961,-179.6264
374,6.241322,-0.0390,-0.2118,-0.0299,-173.5624,-62.9958,173.8726,176.1112,-85.3437,-178.3544,-0.0390,-0.2118,-0.0299,-173.5626,-62.9958,173.8726,176.1107,-85.3437,-178.3539
375,6.258519,-0.0386,-0.2119,-0.0287,-173.5574,-62.9967,173.8640,160.6437,-89.2230,-162.8675,-0.0386,-0.2119,-0.0287,-173.5575,-62.9967,173.8642,160.6371,-89.2231,-162.8607
376,6.273096,-0.0379,-0.2122,-0.0284,-173.5598,-62.9972,173.8318,1.6546,-87.2277,-3.4176,-0.0379,-0.2122,-0.0284,-173.5597,-62.9972,173.8317,1.6537,-87.2277,-3.4167
377,6.287742,-0.0366,-0.2130,-0.0284,-173.5439,-62.9970,173.7723,0.6196,-84.6932,-1.8352,-0.0367,-0.2129,-0.0284,-173.5437,-62.9971,173.7721,0.6185,-84.6932,-1.8340
378,6.304158,-0.0351,-0.2132,-0.0278,-173.4764,-62.9952,173.6984,0.3399,-82.4020,-1.5575,-0.0351,-0.2132,-0.0278,-173.4764,-62.9952,173.6984,0.3397,-82.4020,-1.5574
379,6.318761,-0.0355,-0.2104,-0.0278,-173.3936,-62.9918,173.6355,0.1348,-80.6832,-1.3380,-0.0355,-0.2104,-0.0278,-173.3937,-62.9917,173.6355,0.1349,-80.6832,-1.3382
380,6.349061,-0.0364,-0.2076,-0.0280,-173.3450,-62.9907,173.6058,-0.0217,-79.3857,-1.1697,-0.0364,-0.2076,-0.0280,-173.3450,-62.9906,173.6057,-0.0217,-79.3857,-1.1697
381,6.369643,-0.0357,-0.2026,-0.0297,-173.3674,-62.9952,173.6168,-0.1176,-78.2852,-1.0603,-0.0357,-0.2025,-0.0297,-173.3675,-62.9953,173.6170,-0.1173,-78.2852,-1.0604
382,6.375615,-0.0348,-0.2006,-0.0299,-173.4383,-63.0054,173.6260,-0.2060,-77.2261,-0.9448,-0.0348,-0.2006,-0.0299,-173.4385,-63.0053,173.6262,-0.2054,-77.2262,-0.9453
383,6.378715,-0.0339,-0.1991,-0.0312,-173.4591,-63.0132,173.5988,-0.3145,-76.2960,-0.7884,-0.0339,-0.1991,-0.0312,-173.4591,-63.0132,173.5988,-0.3143,-76.2959,-0.7885
384,6.408861,-0.0344,-0.1991,-0.0301,-173.4151,-63.0146,173.5616,-0.3372,-75.5583,-0.7619,-0.0344,-0.1991,-0.0301,-173.4150,-63.0146,173.5616,-0.3371,-75.5583,-0.7620
385,6.423937,-0.0344,-0.2030,-0.0295,-173.3142,-63.0127,173.4986,-0.3399,-74.7786,-0.7562,-0.0344,-0.2030,-0.0295,-173.3142,-63.0126,173.4985,-0.3400,-74.7787,-0.7561
386,6.436424,-0.0342,-0.2079,-0.0285,-173.2284,-63.0138,173.4458,-0.3452,-73.6660,-0.7349,-0.0342,-0.2079,-0.0285,-173.2285,-63.0138,173.4459,-0.3452,-73.6661,-0.7349
387,6.453918,-0.0343,-0.2105,-0.0277,-173.2023,-63.0182,173.4266,-0.3408,-72.3669,-0.7318,-0.0343,-0.2105,-0.0277,-173.2024,-63.0182,173.4267,-0.3406,-72.3669,-0.7321
388,6.468618,-0.0345,-0.2118,-0.0260,-173.2002,-63.0194,173.4339,-0.3618,-71.3495,-0.6886,-0.0345,-0.2118,-0.0260,-173.2000,-63.0194,173.4337,-0.3621,-71.3495,-0.6883
389,6.499806,-0.0346,-0.2093,-0.0260,-173.1769,-63.0242,173.4180,-0.3909,-70.7272,-0.6378,-0.0346,-0.2093,-0.0260,-173.1769,-63.0242,173.4180,-0.3908,-70.7272,-0.6378
390,6.502984,-0.0351,-0.2068,-0.0262,-173.1358,-63.0332,173.3806,-0.3994,-70.4161,-0.6297,-0.0351,-0.2068,-0.0262,-173.1360,-63.0332,173.3807,-0.3991,-70.4161,-0.6300
391,6.526676,-0.0347,-0.2033,-0.0275,-173.1019,-63.1849,173.3864,-0.4041,-70.0559,-0.6251,-0.0347,-0.2032,-0.0275,-173.1019,-63.1850,173.3865,-0.4040,-70.0558,-0.6251
392,6.539436,-0.0347,-0.2017,-0.0269,-173.0637,-63.5481,173.3830,-0.3913,-69.5932,-0.6258,-0.0347,-0.2017,-0.0269,-173.0637,-63.5482,173.3831,-0.3911,-69.5932,-0.6261
393,6.590723,-0.0353,-0.2026,-0.0270,-172.8857,-64.2818,173.2354,-0.3844,-68.9429,-0.6239,-0.0353,-0.2026,-0.0270,-172.8856,-64.2818,173.2353,-0.3845,-68.9429,-0.6239
394,6.593657,-0.0352,-0.2042,-0.0269,-172.4286,-66.1248,172.8336,-0.4099,-68.3420,-0.5879,-0.0352,-0.2042,-0.0269,-172.4285,-66.1247,172.8336,-0.4100,-68.3420,-0.5878
395,6.596844,-0.0365,-0.2057,-0.0273,-172.0505,-68.1991,172.5366,-0.4461,-67.7100,-0.5489,-0.0365,-0.2057,-0.0273,-172.0505,-68.1992,172.5366,-0.4459,-67.7100,-0.5490
396,6.617700,-0.0373,-0.2082,-0.0257,-171.7630,-70.5131,172.3437,-0.4577,-66.9025,-0.5456,-0.0373,-0.2082,-0.0257,-171.7628,-70.5132,172.3436,-0.4577,-66.9025,-0.5455
397,6.620634,-0.0379,-0.2087,-0.0238,-171.0878,-73.4110,171.7526,-0.4789,-65.8060,-0.4800,-0.0379,-0.2087,-0.0238,-171.0876,-73.4110,171.7524,-0.4791,-65.8061,-0.4798
398,6.649347,-0.0382,-0.2084,-0.0236,-169.6051,-76.9268,170.3481,-0.4485,-64.3064,-0.5427,-0.0382,-0.2084,-0.0236,-169.6052,-76.9268,170.3481,-0.4484,-64.3065,-0.5429
399,6.651821,-0.0393,-0.2085,-0.0230,-166.2155,-80.9375,167.0208,-0.4239,-62.3563,-0.5846,-0.0393,-0.2085,-0.0230,-166.2151,-80.9375,167.0204,-0.4240,-62.3562,-0.5846
400,6.681072,-0.0401,-0.2077,-0.0232,-153.3992,-85.8033,154.2696,-0.4300,-60.2972,-0.5603,-0.0400,-0.2077,-0.0232,-153.4006,-85.8033,154.2710,-0.4300,-60.2972,-0.5603
401,6.686259,-0.0399,-0.2065,-0.0231,-39.7718,-87.6615,40.6940,-0.4636,-58.5136,-0.4768,-0.0399,-0.2064,-0.0231,-39.7710,-87.6615,40.6932,-0.4636,-58.5136,-0.4767
402,6.722274,-0.0393,-0.2054,-0.0220,-7.4500,-82.7346,8.3773,-0.4918,-56.8922,-0.4110,-0.0393,-0.2054,-0.0220,-7.4506,-82.7345,8.3779,-0.4920,-56.8922,-0.4109
403,6.726825,-0.0391,-0.2046,-0.0213,-1.7131,-77.9481,2.5572,-0.5080,-55.2526,-0.3607,-0.0391,-0.2046,-0.0213,-1.7130,-77.9481,2.5571,-0.5080,-55.2527,-0.3607
404,6.736074,-0.0393,-0.2038,-0.0220,-0.1377,-73.4585,0.8762,-0.5103,-53.2599,-0.3498,-0.0393,-0.2037,-0.0220,-0.1377,-73.4584,0.8763,-0.5103,-53.2598,-0.3499
405,6.754098,-0.0380,-0.2049,-0.0215,0.4008,-68.7129,0.2211,-0.4899,-50.6955,-0.3996,-0.0379,-0.2048,-0.0215,0.4007,-68.7129,0.2211,-0.4900,-50.6954,-0.3995
406,6.769379,-0.0384,-0.2058,-0.0209,0.5753,-63.9659,-0.0679,-0.4788,-47.9023,-0.3689,-0.0384,-0.2058,-0.0209,0.5753,-63.9659,-0.0679,-0.4787,-47.9023,-0.3690
407,6.796927,-0.0384,-0.2076,-0.0204,0.5841,-59.1248,-0.1947,-0.4696,-45.4664,-0.3755,-0.0383,-0.2076,-0.0204,0.5842,-59.1248,-0.1948,-0.4695,-45.4664,-0.3756
408,6.799962,-0.0391,-0.2087,-0.0197,0.5031,-54.5485,-0.1613,-0.4655,-43.4352,-0.3820,-0.0391,-0.2087,-0.0197,0.5031,-54.5486,-0.1613,-0.4655,-43.4352,-0.3820
409,6.827640,-0.0383,-0.2099,-0.0192,0.4377,-50.6119,-0.1290,-0.4469,-41.6214,-0.3454,-0.0382,-0.2098,-0.0192,0.4377,-50.6119,-0.1289,-0.4469,-41.6215,-0.3454
410,6.836267,-0.0388,-0.2126,-0.0247,0.3847,-47.2226,-0.1059,-0.4294,-39.8173,-0.3372,-0.0388,-0.2126,-0.0247,0.3847,-47.2226,-0.1060,-0.4294,-39.8173,-0.3372
411,6.858137,-0.0385,-0.2108,-0.0248,0.3358,-44.1726,-0.0862,-0.4111,-38.0632,-0.2971,-0.0384,-0.2108,-0.0248,0.3359,-44.1726,-0.0863,-0.4110,-38.0633,-0.2972
412,6.873083,-0.0389,-0.2093,-0.0254,0.2936,-41.2284,-0.0681,-0.4074,-36.3539,-0.3105,-0.0389,-0.2093,-0.0254,0.2936,-41.2283,-0.0682,-0.4074,-36.3539,-0.3105
413,6.893959,-0.0391,-0.2103,-0.0248,0.2549,-38.5615,-0.0443,-0.4115,-34.6091,-0.3731,-0.0391,-0.2103,-0.0248,0.2550,-38.5615,-0.0444,-0.4114,-34.6091,-0.3732
414,6.902987,-0.0390,-0.2106,-0.0252,0.2184,-36.2708,-0.0134,-0.4183,-32.6874,-0.4497,-0.0390,-0.2106,-0.0252,0.2184,-36.2709,-0.0135,-0.4182,-32.6875,-0.4497
415,6.919128,-0.0394,-0.2110,-0.0255,0.1960,-34.2284,-0.0022,-0.4077,-30.6407,-0.4136,-0.0394,-0.2110,-0.0255,0.1960,-34.2285,-0.0023,-0.4076,-30.6408,-0.4137
416,6.955228,-0.0403,-0.2121,-0.0251,0.1756,-32.4002,0.0108,-0.4062,-28.6411,-0.4378,-0.0403,-0.2121,-0.0251,0.1757,-32.4002,0.0108,-0.4062,-28.6411,-0.4378
417,6.958108,-0.0399,-0.2132,-0.0244,0.1570,-30.7494,0.0138,-0.4053,-26.7988,-0.4536,-0.0399,-0.2132,-0.0244,0.1570,-30.7493,0.0137,-0.4053,-26.7987,-0.4536
418,6.984752,-0.0391,-0.2139,-0.0240,0.1370,-29.0053,0.0259,-0.3925,-25.1466,-0.4207,-0.0391,-0.2139,-0.0240,0.1369,-29.0053,0.0259,-0.3925,-25.1465,-0.4207
419,7.001922,-0.0394,-0.2144,-0.0239,0.1154,-27.2548,0.0379,-0.3955,-23.6020,-0.4339,-0.0394,-0.2143,-0.0239,0.1154,-27.2547,0.0379,-0.3954,-23.6020,-0.4339
420,7.018207,-0.0384,-0.2142,-0.0217,0.0972,-25.5134,0.0460,-0.3842,-21.9994,-0.3979,-0.0383,-0.2142,-0.0217,0.0973,-25.5134,0.0459,-0.3842,-21.9994,-0.3980
421,7.024514,-0.0386,-0.2130,-0.0209,0.0782,-23.8299,0.0585,-0.3935,-20.2832,-0.4232,-0.0386,-0.2129,-0.0209,0.0783,-23.8298,0.0584,-0.3935,-20.2831,-0.4232
422,7.036585,-0.0392,-0.2108,-0.0215,0.0587,-22.4702,0.0648,-0.3500,-18.9279,-0.3332,-0.0391,-0.2108,-0.0215,0.0588,-22.4702,0.0649,-0.3499,-18.9279,-0.3331
423,7.051813,-0.0394,-0.2100,-0.0213,0.0466,-21.1892,0.0684,-0.3699,-17.5030,-0.3729,-0.0394,-0.2100,-0.0213,0.0466,-21.1893,0.0683,-0.3699,-17.5030,-0.3729
424,7.081515,-0.0407,-0.2104,-0.0200,0.0345,-19.7531,0.0783,-0.3761,-16.0804,-0.3946,-0.0406,-0.2104,-0.0200,0.0345,-19.7532,0.0783,-0.3761,-16.0804,-0.3947
425,7.096509,-0.0408,-0.2127,-0.0206,0.0218,-18.3777,0.0821,-0.3806,-14.7818,-0.3995,-0.0408,-0.2127,-0.0206,0.0217,-18.3778,0.0821,-0.3806,-14.7818,-0.3995
426,7.099873,-0.0409,-0.2147,-0.0203,0.0113,-17.2506,0.0849,-0.3379,-13.6044,-0.3235,-0.0408,-0.2146,-0.0203,0.0113,-17.2505,0.0849,-0.3379,-13.6043,-0.3235
427,7.127511,-0.0402,-0.2169,-0.0209,0.0018,-16.2734,0.0869,-0.3605,-12.6151,-0.3550,-0.0402,-0.2169,-0.0209,0.0019,-16.2734,0.0868,-0.3605,-12.6150,-0.3551
428,7.130493,-0.0402,-0.2172,-0.0209,-0.0064,-15.4432,0.0897,-0.3592,-11.7587,-0.3513,-0.0402,-0.2172,-0.0209,-0.0064,-15.4432,0.0898,-0.3592,-11.7588,-0.3512
429,7.156435,-0.0409,-0.2154,-0.0205,-0.0132,-14.8054,0.0927,-0.3333,-10.9115,-0.3158,-0.0409,-0.2154,-0.0205,-0.0132,-14.8053,0.0928,-0.3334,-10.9115,-0.3158
430,7.171512,-0.0422,-0.2140,-0.0210,-0.0179,-14.2491,0.0947,-0.3452,-9.9803,-0.3398,-0.0422,-0.2140,-0.0210,-0.0180,-14.2491,0.0948,-0.3452,-9.9803,-0.3397
431,7.211751,-0.0414,-0.2131,-0.0231,-0.0215,-13.5883,0.1017,-0.3327,-9.1143,-0.3247,-0.0414,-0.2131,-0.0231,-0.0214,-13.5883,0.1017,-0.3327,-9.1143,-0.3247
432,7.232955,-0.0403,-0.2127,-0.0241,-0.0279,-13.0041,0.1022,-0.3311,-8.4080,-0.3231,-0.0403,-0.2127,-0.0241,-0.0278,-13.0041,0.1023,-0.3311,-8.4080,-0.3230
433,7.235930,-0.0408,-0.2129,-0.0239,-0.0327,-12.4681,0.1018,-0.3287,-7.7088,-0.3114,-0.0408,-0.2128,-0.0239,-0.0327,-12.4681,0.1018,-0.3288,-7.7088,-0.3114
434,7.254273,-0.0405,-0.2152,-0.0234,-0.0395,-11.7802,0.1066,-0.3281,-6.9856,-0.3099,-0.0405,-0.2152,-0.0234,-0.0395,-11.7802,0.1066,-0.3281,-6.9856,-0.3099
435,7.263462,-0.0395,-0.2160,-0.0241,-0.0426,-11.1125,0.1125,-0.3184,-6.1658,-0.2951,-0.0395,-0.2159,-0.0241,-0.0426,-11.1124,0.1124,-0.3184,-6.1657,-0.2951
436,7.321583,-0.0396,-0.2170,-0.0243,-0.0474,-10.5095,0.1125,-0.3247,-5.3093,-0.3051,-0.0396,-0.2170,-0.0243,-0.0474,-10.5094,0.1125,-0.3247,-5.3092,-0.3051
437,7.324620,-0.0393,-0.2169,-0.0242,-0.0550,-10.0155,0.1139,-0.3245,-4.5040,-0.3117,-0.0393,-0.2169,-0.0242,-0.0550,-10.0155,0.1139,-0.3245,-4.5041,-0.3117
438,7.353225,-0.0402,-0.2166,-0.0241,-0.0582,-9.6576,0.1166,-0.3063,-3.6923,-0.2950,-0.0402,-0.2166,-0.0241,-0.0582,-9.6575,0.1166,-0.3064,-3.6923,-0.2950
439,7.355987,-0.0394,-0.2155,-0.0249,-0.0575,-9.4299,0.1220,-0.3134,-2.7526,-0.3112,-0.0394,-0.2155,-0.0249,-0.0576,-9.4300,0.1220,-0.3135,-2.7526,-0.3113
440,7.359048,-0.0383,-0.2147,-0.0266,-0.0606,-9.3255,0.1237,-0.3154,-1.8037,-0.3180,-0.0383,-0.2146,-0.0266,-0.0607,-9.3255,0.1237,-0.3154,-1.8037,-0.3181
441,7.383159,-0.0373,-0.2131,-0.0267,-0.0645,-9.2809,0.1209,-0.2955,-0.9102,-0.3002,-0.0373,-0.2130,-0.0267,-0.0644,-9.2809,0.1209,-0.2955,-0.9101,-0.3002
442,7.391409,-0.0365,-0.2133,-0.0277,-0.0631,-9.1488,0.1180,-0.2791,-0.0516,-0.2884,-0.0365,-0.2133,-0.0277,-0.0631,-9.1488,0.1180,-0.2792,-0.0516,-0.2885
443,7.397032,-0.0372,-0.2141,-0.0278,-0.0635,-8.8864,0.1172,-0.2713,0.7428,-0.2799,-0.0372,-0.2141,-0.0278,-0.0636,-8.8864,0.1171,-0.2714,0.7428,-0.2799
444,7.412087,-0.0374,-0.2158,-0.0276,-0.0659,-8.2932,0.1166,-0.2642,1.4381,-0.2714,-0.0374,-0.2157,-0.0276,-0.0659,-8.2932,0.1166,-0.2642,1.4381,-0.2714
445,7.426949,-0.0373,-0.2166,-0.0272,-0.0696,-7.6979,0.1202,-0.2575,2.0389,-0.2654,-0.0373,-0.2166,-0.0272,-0.0695,-7.6979,0.1203,-0.2575,2.0389,-0.2653
446,7.430079,-0.0376,-0.2165,-0.0267,-0.0740,-7.1676,0.1250,-0.2522,2.6207,-0.2611,-0.0376,-0.2165,-0.0267,-0.0741,-7.1676,0.1250,-0.2522,2.6207,-0.2611
447,7.456035,-0.0366,-0.2169,-0.0260,-0.0791,-6.6948,0.1240,-0.2512,3.2174,-0.2580,-0.0366,-0.2169,-0.0260,-0.0791,-6.6948,0.1241,-0.2511,3.2174,-0.2580
448,7.474063,-0.0351,-0.2166,-0.0258,-0.0840,-6.2365,0.1245,-0.2514,3.8160,-0.2592,-0.0351,-0.2166,-0.0258,-0.0839,-6.2365,0.1246,-0.2514,3.8160,-0.2591
449,7.518386,-0.0350,-0.2155,-0.0259,-0.0877,-5.8644,0.1235,-0.2527,4.3255,-0.2622,-0.0350,-0.2155,-0.0259,-0.0877,-5.8644,0.1235,-0.2527,4.3255,-0.2622
450,7.521369,-0.0343,-0.2151,-0.0267,-0.0912,-5.4552,0.1207,-0.2435,4.8179,-0.2546,-0.0343,-0.2151,-0.0267,-0.0912,-5.4552,0.1207,-0.2435,4.8179,-0.2546
451,7.524337,-0.0339,-0.2154,-0.0261,-0.0970,-4.8196,0.1167,-0.2344,5.2991,-0.2499,-0.0339,-0.2154,-0.0261,-0.0970,-4.8196,0.1167,-0.2343,5.2991,-0.2499
